event_timestamp,seat_number,seat_row,seat_section_code,tour_group_id,tour_id,variant_id
1727791065498595,113,D,MEZZC,25746,52686,53129
1727787063598889,3,B,ORCHFR,24867,50198,50566
1727800552645734,123,L,MEZZ,11845,38096,38117
1727814329759655,9,P,ORCHO,25949,52995,53443
1727784005274824,108,L,ORCH,11845,52663,53106
1727783980495590,108,L,ORCH,11845,52663,53106
1727791065498595,113,D,MEZZC,25746,52686,53129
1727812520360819,19,B,FMEZZ,512,58781,59545
1727787249752090,12,D,ORCH,24863,62221,63365
1727814298294595,9,P,ORCHO,25949,52995,53443
1727801786941917,26,D,MEZZO,25949,52997,53445
1727774553828890,9,M,ORCHO,26404,,54563
1727819801550904,18,M,ORCH,11845,52660,53103
1727788951414132,26,N,ORCHO,19636,53125,53574
1727797850570865,25,L,ORCH,1293,62233,63377
1727816471956903,101,B,ORCH,5838,10660,10660
1727823046492252,5,B,ORCHO,19636,53147,53596
1727758585330314,23,M,RMEZZ,1293,49786,50150
1727800908197109,113,BB,ORCHC,519,52292,52720
1727741003510150,109,I,ORCHC,26404,54111,54562
1727800560404404,123,L,MEZZ,11845,38096,38117
1727792387740729,5,N,MEZZ,11845,52654,53097
1727786137230547,14,N,MEZZ,11845,52651,53094
1727812408076107,107,C,FMEZZ,11845,38095,38116
1727808620044716,108,O,ORCH,11845,52675,53118
1727754389587867,14,C,ORCH,11340,61061,62105
1727794051452153,20,B,FMEZZ,512,58781,59545
1727775963261370,17,J,ORCHO,26404,60769,61783
1727800259805720,105,D,MEZZC,26404,59299,60113
1727788874833425,26,N,ORCHO,19636,53125,53574
1727800908197109,113,BB,ORCHC,519,52292,52720
1727816404713069,19,M,RMEZZ,1293,49786,50150
1727787495139935,14,P,MEZZ,11845,,53094
1727787446953011,10,N,MEZZ,11845,,53094
1727819838872402,6,T,ORCH,11845,52661,53104
1727805351208172,124,L,MEZZ,11845,52653,53096
1727806271483761,5,U,ORCH,24863,62221,63365
1727797607286163,10,D,ORCH,11845,52658,53101
1727817340202275,112,C,Orchestra Front Center,730,38260,38278
1727812106336461,112,M,ORCHC,19636,53147,53596
1727741046465999,18,B,MEZZO,26404,58496,59240
1727805331967799,110,K,RMEZZ,1293,49802,50166
1727788951414132,26,N,ORCHO,19636,53125,53574
1727741050417062,18,B,MEZZO,26404,58496,59240
1727808591680206,111,C,FMEZZ,11845,38095,38116
1727792380675204,5,N,MEZZ,11845,52654,53097
1727787521600640,14,R,MEZZ,11845,,53094
1727757154025149,103,J,FMEZZ,11845,52660,53103
1727805945157401,110,Z,ORCH,11845,52667,53110
1727826595427096,6,D,ORCH,24863,62221,63365
1727777089118326,105,A,ORCHC,519,33011,33030
1727788881123670,26,N,ORCHO,19636,53125,53574
1727811026971620,120,N,MEZZ,11845,52653,53096
1727754371365064,23,B,FMEZZ,11340,61059,62103
1727774553828890,9,M,ORCHO,26404,,54563
1727787505123020,14,P,MEZZ,11845,,53094
1727770412380392,1,B,ORCH,11845,52664,53107
1727790820962368,111,D,MEZZC,25746,52686,53129
1727811864087342,26,R,ORCHST,512,53026,53474
1727805925320457,110,Z,ORCH,11845,52667,53110
1727799713775237,103,A,ORCHC,519,33021,33040
1727787063598889,3,B,ORCHFR,24867,50198,50566
1727778395852869,111,Q,ORCHC,19636,53144,53593
1727817179502877,111,R,Orchestra Rear Center,730,38266,38284
1727759924231535,13,N,ORCHO,25949,52995,53443
1727810447778339,2,M,MEZZ,11845,52654,53097
1727801794593621,26,D,MEZZO,25949,52997,53445
1727808620044716,108,O,ORCH,11845,52675,53118
1727797380728017,119,H,FMEZZ,11845,52656,53099
1727791065498595,113,D,MEZZC,25746,52686,53129
1727816468834900,101,B,ORCH,5838,10660,10660
1727787500220989,14,P,MEZZ,11845,,53094
1727791867516472,25,D,MEZZO,25949,52997,53445
1727801112062142,103,CC,ORCHC,519,52292,52720
1727821063413942,6,C,FMEZZ,11845,52675,53118
1727786721318860,111,R,Orchestra Rear Center,730,38255,38273
1727790693806304,111,D,MEZZC,25746,52686,53129
1727785238554429,110,BB,ORCHC,519,52292,52720
1727801112062142,103,CC,ORCHC,519,52292,52720
1727800229013711,105,D,MEZZC,26404,59299,60113
1727800197235116,10,D,ORCH,11845,52674,53117
1727770284296547,6,J,FMEZZ,11845,52656,53099
1727790820962368,111,D,MEZZC,25746,52686,53129
1727817592371973,125,H,MEZZ,11340,53084,53530
1727812985698425,4,J,FMEZZ,11845,52656,53099
1727816487984539,101,B,ORCH,5838,,10660
1727787655587379,7,S,MEZZ,11845,,53094
1727774674385704,118,H,RMEZZ,27042,55647,56138
1727786737395944,3,F,Mezzanine Rear Left,730,948,948
1727794195439333,9,C,FMEZZ,512,58781,59545
1727787609232760,6,R,MEZZ,11845,,53094
1727808677914022,111,C,FMEZZ,11845,38095,38116
1727811461301624,106,B,ORCHC,19636,53147,53596
1727789969295001,30,H,RMEZZ,512,53014,53462
1727824287813951,27,B,MEZZC,19636,53551,54004
1727789969295001,30,H,RMEZZ,512,53014,53462
1727790587790066,111,D,MEZZC,25746,52686,53129
1727815949634462,9,M,ORCH,1293,49782,50146
1727787477960464,14,O,MEZZ,11845,,53094
1727786737395944,3,F,Mezzanine Rear Left,730,948,948
1727787604162925,6,R,MEZZ,11845,,53094
1727787531748835,10,R,MEZZ,11845,,53094
1727756920502437,17,N,ORCH,11845,52660,53103
1727786385597680,103,D,ORCH,27108,55797,56285
1727789256298058,5,L,ORCHO,519,51189,51577
1727794073344168,20,B,FMEZZ,512,58781,59545
1727770035349783,111,CC,ORCHC,519,52292,52720
1727819658970663,109,S,ORCH,11845,52661,53104
1727793126322709,9,M,ORCH,1293,51035,51425
1727793126322709,9,M,ORCH,1293,51035,51425
1727782802776203,22,G,MEZZ,19636,53549,54002
1727770411024529,1,B,ORCH,11845,52664,53107
1727814349325365,9,P,ORCHO,25949,52995,53443
1727770370705224,2,O,ORCH,11845,49635,49999
1727770351627688,6,R,ORCH,11845,52661,53104
1727796351303412,34,T,ORCHST,512,53027,53475
1727816499709511,101,B,ORCH,5838,,10660
1727821068540438,6,C,FMEZZ,11845,52675,53118
1727786360643945,103,D,ORCH,27108,55797,56285
1727808749983434,106,G,RMEZZ.,519,50616,50975
1727805287702712,6,M,ORCH,11845,49635,49999
1727815252317135,13,J,MEZZ,26404,59048,59849
1727787604162925,6,R,MEZZ,11845,,53094
1727811041723725,120,N,MEZZ,11845,,53096
1727821063413942,6,C,FMEZZ,11845,52675,53118
1727789969295001,30,H,RMEZZ,512,53014,53462
1727800552645734,123,L,MEZZ,11845,38096,38117
1727786509603094,101,P,ORCHC,25949,52993,53441
1727791880896916,25,E,MEZZO,25949,52997,53445
1727806225684928,9,R,ORCH,11845,52669,53112
1727814243075928,104,R,ORCHC,25949,59028,59829
1727787631690536,14,N,MEZZ,11845,,53094
1727790828337222,111,D,MEZZC,25746,52686,53129
1727791914484503,25,E,MEZZO,25949,52997,53445
1727823047286221,5,B,ORCHO,19636,53147,53596
1727786721318860,111,R,Orchestra Rear Center,730,38255,38273
1727790609734167,13,E,MEZZ,25746,52514,52954
1727756942318255,13,O,ORCH,11845,52660,53103
1727787521600640,14,R,MEZZ,11845,,53094
1727811864087342,26,R,ORCHST,512,53026,53474
1727797363755285,10,D,ORCH,11845,52658,53101
1727805109432889,109,M,ORCH,11845,49635,49999
1727810447778339,2,M,MEZZ,11845,52654,53097
1727811026971620,120,N,MEZZ,11845,52653,53096
1727812408076107,107,C,FMEZZ,11845,38095,38116
1727814885782314,17,W,ORCHST,512,60304,61232
1727805925320457,110,Z,ORCH,11845,52667,53110
1727786720400835,111,R,Orchestra Rear Center,730,38255,38273
1727792400417653,5,N,MEZZ,11845,52654,53097
1727790873129802,111,D,MEZZC,25746,52686,53129
1727802742963138,115,H,Mezzanine Rear Left,730,948,948
1727808654878612,118,F,FMEZZ,11845,52673,53116
1727812107035481,112,M,ORCHC,19636,53147,53596
1727790902181407,113,P,ORCHC,25746,57725,58388
1727743151426803,10,P,ORCH,507,56775,57329
1727794195439333,9,C,FMEZZ,512,58781,59545
1727791954028223,101,F,MEZZC,25746,52686,53129
1727797607286163,10,D,ORCH,11845,52658,53101
1727782691054740,22,G,MEZZ,19636,53549,54002
1727774535507204,9,M,ORCHO,26404,54112,54563
1727805899295864,18,S,ORCH,24863,62221,63365
1727779949439856,6,M,ORCH,11845,49635,49999
1727770291585933,6,J,FMEZZ,11845,52656,53099
1727795614508290,143,L,MEZZ,507,52328,52758
1727774538558701,9,M,ORCHO,26404,54112,54563
1727797270973099,34,U,ORCHST,512,60305,61233
1727823656239811,9,B,ORCH,11845,52672,53115
1727817203002101,103,T,ORCHST,512,,
1727750104807268,110,A,BALC,29399,61199,62251
1727814789398260,108,N,ORCH,1293,38084,38105
1727784410187273,14,G,ORCH,24863,62226,63370
1727800291437870,104,F,MEZZ,26404,56889,57449
1727811059036177,104,N,MEZZ,11845,,53096
1727808591680206,111,C,FMEZZ,11845,38095,38116
1727800564224616,123,L,MEZZ,11845,38096,38117
1727817592371973,125,H,MEZZ,11340,53084,53530
1727741046465999,18,B,MEZZO,26404,58496,59240
1727758965320968,103,K,RMEZZ,1293,49802,50166
1727811293674900,21,M,ORCH,1293,49782,50146
1727774538558701,9,M,ORCHO,26404,54112,54563
1727754345189490,107,A,ORCH,11340,53647,54096
1727784115484100,103,J,Orchestra Front Center,730,38268,38286
1727785684663187,29,T,ORCHST,512,53027,53475
1727817203002101,103,T,ORCHST,512,,
1727790675744333,111,D,MEZZC,25746,52686,53129
1727774339854876,9,M,ORCHO,26404,54112,54563
1727766452992648,113,A,BALC,508,33087,33106
1727813836960951,103,Y,ORCHC,27042,58274,58997
1727790678909070,111,D,MEZZC,25746,52686,53129
1727792410009158,21,Q,ORCHO,25949,,59827
1727808654878612,118,F,FMEZZ,11845,52673,53116
1727800261487698,105,D,MEZZC,26404,59299,60113
1727790678909070,111,D,MEZZC,25746,52686,53129
1727790914605185,13,E,MEZZ,25746,52514,52954
1727811461301624,106,B,ORCHC,19636,53147,53596
1727819801550904,18,M,ORCH,11845,52660,53103
1727797612307058,10,D,ORCH,11845,52658,53101
1727766468962880,114,A,BALC,508,33087,33106
1727754362240705,107,A,ORCH,11340,53647,54096
1727791880896916,25,E,MEZZO,25949,52997,53445
1727806220657795,9,R,ORCH,11845,52669,53112
1727808728636828,106,G,RMEZZ.,519,50616,50975
1727790817956047,2,B,RMEZZO,519,50591,50950
1727771948007860,105,K,ORCHC,27042,55641,56132
1727816483882977,101,B,ORCH,5838,,10660
1727790866792480,111,D,MEZZC,25746,52686,53129
1727790720043117,2,W,ORCHO,27042,55651,56141
1727791934012790,101,F,MEZZC,25746,52686,53129
1727790663547924,111,D,MEZZC,25746,52686,53129
1727790571331337,111,D,MEZZC,25746,52686,53129
1727792402831968,21,Q,ORCHO,25949,59026,59827
1727774538558701,9,M,ORCHO,26404,54112,54563
1727771241859339,101,I,ORCHC,27042,55642,56133
1727809228075678,106,B,ORCHC,19636,53147,53596
1727821105091975,6,C,FMEZZ,11845,52675,53118
1727770395734882,2,O,ORCH,11845,49635,49999
1727754389587867,14,C,ORCH,11340,61061,62105
1727788863339258,26,N,ORCHO,19636,53125,53574
1727790643805986,13,E,MEZZ,25746,52514,52954
1727811041723725,120,N,MEZZ,11845,,53096
1727806017974584,9,R,ORCH,11845,52669,53112
1727821105091975,6,C,FMEZZ,11845,52675,53118
1727786737395944,3,F,Mezzanine Rear Left,730,948,948
1727794195439333,9,C,FMEZZ,512,58781,59545
1727808620044716,108,O,ORCH,11845,52675,53118
1727807658396807,18,K,ORCHO,27042,57116,57693
1727790675744333,111,D,MEZZC,25746,52686,53129
1727790866792480,111,D,MEZZC,25746,52686,53129
1727786991357680,16,E,ORCH,512,53023,53471
1727785651667429,30,U,ORCHST,512,53027,53475
1727804825046091,19,M,ORCH,1293,49782,50146
1727787515729550,10,P,MEZZ,11845,,53094
1727805345822267,124,L,MEZZ,11845,52653,53096
1727741030157914,109,I,ORCHC,26404,54111,54562
1727808725548022,106,G,RMEZZ.,519,50616,50975
1727792400417653,5,N,MEZZ,11845,52654,53097
1727788359724982,1,F,MEZZ,11340,53084,53530
1727814243075928,104,R,ORCHC,25949,59028,59829
1727808589273624,5,N,Mezzanine 2,25408,54245,54699
1727770035349783,111,CC,ORCHC,519,52292,52720
1727819770936679,104,J,ORCHC,519,52816,53267
1727811461301624,106,B,ORCHC,19636,53147,53596
1727784299105102,101,H,MEZZC,25949,59023,59824
1727786247425085,14,N,MEZZ,11845,52651,53094
1727754371365064,23,B,FMEZZ,11340,61059,62103
1727826619952647,29,V,ORCHST,512,60304,61232
1727824753028219,25,R,ORCHST,512,53026,53474
1727812408076107,107,C,FMEZZ,11845,38095,38116
1727788902131802,26,N,ORCHO,19636,53125,53574
1727787441405117,14,N,MEZZ,11845,52651,53094
1727788881123670,26,N,ORCHO,19636,53125,53574
1727770271322428,6,J,FMEZZ,11845,52656,53099
1727819838872402,6,T,ORCH,11845,52661,53104
1727813900552034,10,W,ORCHO,27042,55651,56141
1727790588689920,111,D,MEZZC,25746,52686,53129
1727791943056436,101,F,MEZZC,25746,52686,53129
1727784626287747,9,C,ORCHO,519,52287,52715
1727811041723725,120,N,MEZZ,11845,,53096
1727770353618514,6,R,ORCH,11845,52661,53104
1727797328551949,10,D,ORCH,11845,52658,53101
1727818315884810,110,KK,ORCHFR,29398,61188,62240
1727787495139935,14,P,MEZZ,11845,,53094
1727787477960464,14,O,MEZZ,11845,,53094
1727814855453176,13,K,ORCHO,25949,59027,59828
1727806438036983,5,U,ORCH,24863,62221,63365
1727814243075928,104,R,ORCHC,25949,59028,59829
1727770404715228,1,B,ORCH,11845,52664,53107
1727787130947796,14,N,MEZZ,11845,52651,53094
1727814349325365,9,P,ORCHO,25949,52995,53443
1727770412380392,1,B,ORCH,11845,52664,53107
1727790820962368,111,D,MEZZC,25746,52686,53129
1727805249722869,6,M,ORCH,11845,49635,49999
1727787511095156,10,P,MEZZ,11845,,53094
1727790873129802,111,D,MEZZC,25746,52686,53129
1727811058196659,104,N,MEZZ,11845,,53096
1727812969706758,4,J,FMEZZ,11845,52656,53099
1727805222682280,6,M,ORCH,11845,49635,49999
1727787079692448,101,B,ORCHFR,24867,50203,50571
1727805345822267,124,L,MEZZ,11845,52653,53096
1727800540154885,123,L,MEZZ,11845,38096,38117
1727797391983690,119,H,FMEZZ,11845,52656,53099
1727790898442672,113,P,ORCHC,25746,57725,58388
1727776118160161,108,S,ORCHC,27042,55645,56136
1727792420457522,24,K,ORCHO,25949,,59827
1727787531748835,10,R,MEZZ,11845,,53094
1727817187652356,111,R,Orchestra Rear Center,730,38266,38284
1727814790327250,108,N,ORCH,1293,38084,38105
1727826600498703,6,D,ORCH,24863,62221,63365
1727805249722869,6,M,ORCH,11845,49635,49999
1727806466327878,103,J,Orchestra Front Center,730,38260,38278
1727790896275833,113,P,ORCHC,25746,57725,58388
1727795614508290,143,L,MEZZ,507,52328,52758
1727790325357067,102,C,RMEZZC,519,50587,50946
1727799147527375,119,F,FMEZZ,11845,52673,53116
1727816457354343,101,B,ORCH,5838,10660,10660
1727817345985255,112,C,Orchestra Front Center,730,38260,38278
1727812975162062,4,J,FMEZZ,11845,52656,53099
1727741025109668,109,I,ORCHC,26404,54111,54562
1727745978511713,1,D,FMEZZO,519,50621,50980
1727788241991173,111,A,ORCHC,19636,53147,53596
1727787650484836,7,S,MEZZ,11845,,53094
1727789021066006,5,K,ORCHO,25949,62098,63231
1727788203187741,41,E,MEZZ,19636,53140,53589
1727810350080347,2,J,Dress Circle,1963,2766,2766
1727800243126050,105,D,MEZZC,26404,59299,60113
1727790923832196,111,D,MEZZC,25746,52686,53129
1727818026580675,117,X,ORCHST,512,53024,53472
1727803945513147,105,H,RMEZZ,1293,49802,50166
1727811058196659,104,N,MEZZ,11845,,53096
1727774317591045,9,M,ORCHO,26404,54112,54563
1727808654878612,118,F,FMEZZ,11845,52673,53116
1727787556997196,109,A,ORCHC,519,33021,33040
1727790902181407,113,P,ORCHC,25746,57725,58388
1727782873149759,22,G,MEZZ,19636,53549,54002
1727806466327878,103,J,Orchestra Front Center,730,38260,38278
1727757180403391,105,J,FMEZZ,11845,52660,53103
1727791867516472,25,D,MEZZO,25949,52997,53445
1727792448394529,123,F,FMEZZ,11845,52673,53116
1727790309682625,121,L,MEZZ,11845,52665,53108
1727805501866345,22,K,ORCHO,27042,57116,57693
1727805930757122,110,Z,ORCH,11845,52667,53110
1727800547385373,123,L,MEZZ,11845,38096,38117
1727791943998556,101,F,MEZZC,25746,52686,53129
1727790828337222,111,D,MEZZC,25746,52686,53129
1727790896275833,113,P,ORCHC,25746,57725,58388
1727805241233592,6,M,ORCH,11845,49635,49999
1727792380675204,5,N,MEZZ,11845,52654,53097
1727794134884260,9,C,FMEZZ,512,58781,59545
1727814855453176,13,K,ORCHO,25949,59027,59828
1727801065772111,113,BB,ORCHC,519,52292,52720
1727814307888286,9,P,ORCHO,25949,52995,53443
1727826976932298,17,W,ORCHST,512,60304,61232
1727787521600640,14,R,MEZZ,11845,,53094
1727754389587867,14,C,ORCH,11340,61061,62105
1727797416428935,10,D,ORCH,11845,52658,53101
1727818565586116,112,JJ,ORCHFR,29398,61188,62240
1727805236114856,6,M,ORCH,11845,49635,49999
1727811293674900,21,M,ORCH,1293,49782,50146
1727801116398105,103,CC,ORCHC,519,52292,52720
1727794134884260,9,C,FMEZZ,512,58781,59545
1727792407207378,21,Q,ORCHO,25949,,59827
1727818695987298,101,LL,ORCHFR,29398,61188,62240
1727818734984894,110,JJ,ORCHFR,29398,61188,62240
1727790609734167,13,E,MEZZ,25746,52514,52954
1727795812218462,114,C,FMEZZ,11845,38095,38116
1727741025109668,109,I,ORCHC,26404,54111,54562
1727775965147678,17,J,ORCHO,26404,60769,61783
1727788863339258,26,N,ORCHO,19636,53125,53574
1727791085970630,113,D,MEZZC,25746,52686,53129
1727784005274824,108,L,ORCH,11845,52663,53106
1727792404460109,21,Q,ORCHO,25949,59026,59827
1727789030736309,5,K,ORCHO,25949,62098,63231
1727797264893133,127,H,Mezzanine Rear Left,730,948,948
1727792400417653,5,N,MEZZ,11845,52654,53097
1727774339854876,9,M,ORCHO,26404,54112,54563
1727787604162925,6,R,MEZZ,11845,,53094
1727814953123917,12,C,FMEZZ,512,53029,53477
1727811011373623,120,N,MEZZ,11845,52653,53096
1727791914484503,25,E,MEZZO,25949,52997,53445
1727770291585933,6,J,FMEZZ,11845,52656,53099
1727774538558701,9,M,ORCHO,26404,54112,54563
1727791065498595,113,D,MEZZC,25746,52686,53129
1727798624577258,10,K,ORCHO,27042,58794,59558
1727790663547924,111,D,MEZZC,25746,52686,53129
1727811026971620,120,N,MEZZ,11845,52653,53096
1727814329759655,9,P,ORCHO,25949,52995,53443
1727800243126050,105,D,MEZZC,26404,59299,60113
1727791085970630,113,D,MEZZC,25746,52686,53129
1727790325357067,102,C,RMEZZC,519,50587,50946
1727823991310280,14,O,MEZZ,11845,52651,53094
1727811144651605,6,L,MEZZ,11845,52654,53097
1727817203002101,103,T,ORCHST,512,,
1727797607286163,10,D,ORCH,11845,52658,53101
1727787130947796,14,N,MEZZ,11845,52651,53094
1727787472872480,10,N,MEZZ,11845,,53094
1727761422762617,18,K,RMEZZ,1293,62230,63374
1727784005274824,108,L,ORCH,11845,52663,53106
1727801794593621,26,D,MEZZO,25949,52997,53445
1727783980495590,108,L,ORCH,11845,52663,53106
1727811956018716,111,S,ORCHST,512,58781,59545
1727770291585933,6,J,FMEZZ,11845,52656,53099
1727790828337222,111,D,MEZZC,25746,52686,53129
1727805925320457,110,Z,ORCH,11845,52667,53110
1727826730349607,105,C,FMEZZ,1293,49789,50153
1727770404715228,1,B,ORCH,11845,52664,53107
1727814755058357,1,Q,ORCH,1293,49783,50147
1727808677914022,111,C,FMEZZ,11845,38095,38116
1727827112064698,29,U,ORCHST,512,60304,61232
1727794897281143,2,A,ORCH,11845,52663,53106
1727801116398105,103,CC,ORCHC,519,52292,52720
1727816476999981,101,B,ORCH,5838,10660,10660
1727805945157401,110,Z,ORCH,11845,52667,53110
1727791943057453,101,F,MEZZC,25746,52686,53129
1727782151719649,10,C,ORCH,24863,62221,63365
1727811864155701,26,R,ORCHST,512,53026,53474
1727790571331337,111,D,MEZZC,25746,52686,53129
1727807221424119,105,L,MEZZ,11845,52665,53108
1727780614779783,15,A,RMEZZO,519,50617,50976
1727818588993507,112,KK,ORCHFR,29398,61188,62240
1727790855672530,111,D,MEZZC,25746,52686,53129
1727790923832196,111,D,MEZZC,25746,52686,53129
1727799713775237,103,A,ORCHC,519,33021,33040
1727770345410060,6,R,ORCH,11845,52661,53104
1727784024121005,105,BB,ORCH,11845,52664,53107
1727789307294779,101,B,FMEZZC,519,52817,53268
1727817173322555,111,R,Orchestra Rear Center,730,38266,38284
1727795806917173,114,C,FMEZZ,11845,38095,38116
1727787531748835,10,R,MEZZ,11845,,53094
1727811051943906,120,N,MEZZ,11845,,53096
1727787650484836,7,S,MEZZ,11845,,53094
1727800547385373,123,L,MEZZ,11845,38096,38117
1727827128629914,36,U,ORCHST,512,60304,61232
1727787477960464,14,O,MEZZ,11845,,53094
1727793869243840,6,O,ORCH,1293,49783,50147
1727818751359899,109,HH,ORCHFR,29398,61188,62240
1727770277972621,6,J,FMEZZ,11845,52656,53099
1727814755058357,1,Q,ORCH,1293,49783,50147
1727797377681771,119,H,FMEZZ,11845,52656,53099
1727791085970630,113,D,MEZZC,25746,52686,53129
1727790873129802,111,D,MEZZC,25746,52686,53129
1727791085970630,113,D,MEZZC,25746,52686,53129
1727805227706576,6,M,ORCH,11845,49635,49999
1727794897281143,2,A,ORCH,11845,52663,53106
1727782802776203,22,G,MEZZ,19636,53549,54002
1727818397211952,108,LL,ORCHFR,29398,61188,62240
1727741050417062,18,B,MEZZO,26404,58496,59240
1727821093780752,6,C,FMEZZ,11845,52675,53118
1727808720959564,106,G,RMEZZ.,519,50616,50975
1727804765797275,113,K,RMEZZ,1293,49802,50166
1727770411024529,1,B,ORCH,11845,52664,53107
1727819838872402,6,T,ORCH,11845,52661,53104
1727817179502877,111,R,Orchestra Rear Center,730,38266,38284
1727813700419746,21,J,Orchestra Front Left,730,50438,50799
1727785601551177,110,T,ORCHST,512,58781,59545
1727791877374963,25,E,MEZZO,25949,52997,53445
1727792216328712,21,Q,ORCHO,25949,59026,59827
1727824001202739,14,O,MEZZ,11845,52651,53094
1727797363755285,10,D,ORCH,11845,52658,53101
1727752215781286,125,H,MEZZ,11340,61064,62108
1727809755129470,9,O,ORCHO,25949,52995,53443
1727824287813951,27,B,MEZZC,19636,53551,54004
1727811041723725,120,N,MEZZ,11845,,53096
1727805222682280,6,M,ORCH,11845,49635,49999
1727770372390498,2,O,ORCH,11845,49635,49999
1727816499709511,101,B,ORCH,5838,,10660
1727788208282570,41,E,MEZZ,19636,53140,53589
1727798711362693,103,P,ORCHC,25746,57725,58388
1727811842594703,109,L,ORCHFR,24867,50201,50569
1727805241233592,6,M,ORCH,11845,49635,49999
1727791954028223,101,F,MEZZC,25746,52686,53129
1727788906888756,26,N,ORCHO,19636,53125,53574
1727794072431908,20,B,FMEZZ,512,58781,59545
1727800228288053,105,D,MEZZC,26404,59299,60113
1727787540390247,10,R,MEZZ,11845,,53094
1727824236087282,101,R,ORCHC,19636,53129,53578
1727824753028219,25,R,ORCHST,512,53026,53474
1727805236114856,6,M,ORCH,11845,49635,49999
1727793159560535,9,M,ORCH,1293,51035,51425
1727741015773092,109,I,ORCHC,26404,54111,54562
1727770277972621,6,J,FMEZZ,11845,52656,53099
1727770343268408,6,R,ORCH,11845,52661,53104
1727787477960464,14,O,MEZZ,11845,,53094
1727794222029449,21,O,ORCH,1293,49782,50146
1727806220657795,9,R,ORCH,11845,52669,53112
1727805282662064,6,M,ORCH,11845,49635,49999
1727770271322428,6,J,FMEZZ,11845,52656,53099
1727787645011424,2,R,MEZZ,11845,,53094
1727790914605185,13,E,MEZZ,25746,52514,52954
1727803844501816,107,CC,ORCH,29139,62219,63363
1727797338743637,33,T,ORCHST,512,60305,61233
1727808249551324,104,E,BALC,25949,52989,53437
1727770351627688,6,R,ORCH,11845,52661,53104
1727752257754980,103,H,MEZZ,11340,61064,62108
1727786460123374,104,P,ORCHC,25949,52993,53441
1727808249551324,104,E,BALC,25949,52989,53437
1727800547385373,123,L,MEZZ,11845,38096,38117
1727821105091975,6,C,FMEZZ,11845,52675,53118
1727788951414132,26,N,ORCHO,19636,53125,53574
1727797372655398,119,H,FMEZZ,11845,52656,53099
1727791065498595,113,D,MEZZC,25746,52686,53129
1727811041723725,120,N,MEZZ,11845,,53096
1727806203891482,10,A,ORCH,11845,52668,53111
1727804120099018,6,B,ORCH,11845,49635,49999
1727800260727682,105,D,MEZZC,26404,59299,60113
1727787063598889,3,B,ORCHFR,24867,50198,50566
1727790800079462,13,E,MEZZ,25746,52514,52954
1727774322621182,9,M,ORCHO,26404,54112,54563
1727819801550904,18,M,ORCH,11845,52660,53103
1727800142910361,9,B,ORCH,11845,52674,53117
1727786284702494,109,D,ORCH,24863,50176,50544
1727770370705224,2,O,ORCH,11845,49635,49999
1727823093540027,404,A,FMEZO,25948,56920,57480
1727787650484836,7,S,MEZZ,11845,,53094
1727761434090547,18,K,RMEZZ,1293,62230,63374
1727770345410060,6,R,ORCH,11845,52661,53104
1727741003510150,109,I,ORCHC,26404,54111,54562
1727789021066006,5,K,ORCHO,25949,62098,63231
1727786247425085,14,N,MEZZ,11845,52651,53094
1727808654878612,118,F,FMEZZ,11845,52673,53116
1727741050417062,18,B,MEZZO,26404,58496,59240
1727801794593621,26,D,MEZZO,25949,52997,53445
1727824287813951,27,B,MEZZC,19636,53551,54004
1727789030736309,5,K,ORCHO,25949,62098,63231
1727816613605666,10,E,ORCH,1293,49790,50154
1727799772605241,14,B,FMEZZ,512,58781,59545
1727811293674900,21,M,ORCH,1293,49782,50146
1727770345410060,6,R,ORCH,11845,52661,53104
1727782802776203,22,G,MEZZ,19636,53549,54002
1727788874833425,26,N,ORCHO,19636,53125,53574
1727806017974584,9,R,ORCH,11845,52669,53112
1727815881166567,110,J,RMEZZ,1293,49802,50166
1727818715908904,105,LL,ORCHFR,29398,61188,62240
1727800291437870,104,F,MEZZ,26404,56889,57449
1727784024121005,105,BB,ORCH,11845,52664,53107
1727815925805437,23,N,ORCH,1293,62237,63381
1727812784156283,13,B,MEZZO,25746,52686,53129
1727787637179419,2,R,MEZZ,11845,,53094
1727797607286163,10,D,ORCH,11845,52658,53101
1727805935047174,110,Z,ORCH,11845,52667,53110
1727794134884260,9,C,FMEZZ,512,58781,59545
1727784024121005,105,BB,ORCH,11845,52664,53107
1727811293674900,21,M,ORCH,1293,49782,50146
1727790663547924,111,D,MEZZC,25746,52686,53129
1727785782119543,103,J,Orchestra Front Center,730,38268,38286
1727792216328712,21,Q,ORCHO,25949,59026,59827
1727806032893599,10,A,ORCH,11845,52668,53111
1727741046465999,18,B,MEZZO,26404,58496,59240
1727806870831475,108,M,ORCHC,27042,58582,59334
1727779876127236,106,L,ORCH,11845,52663,53106
1727770277972621,6,J,FMEZZ,11845,52656,53099
1727823656239811,9,B,ORCH,11845,52672,53115
1727754393020858,14,C,ORCH,11340,61061,62105
1727793159560535,9,M,ORCH,1293,51035,51425
1727787486669329,110,BB,ORCHC,519,52292,52720
1727761422762617,18,K,RMEZZ,1293,62230,63374
1727796376178851,29,F,MMEZZ,512,53028,53476
1727801065772111,113,BB,ORCHC,519,52292,52720
1727806271483761,5,U,ORCH,24863,62221,63365
1727790914605185,13,E,MEZZ,25746,52514,52954
1727817203002101,103,T,ORCHST,512,,
1727794051452153,20,B,FMEZZ,512,58781,59545
